	TeamName	Annotation
41934	Шарики за ролики	 -, , , , , , , , 
41935	Железные леди	 -, , , , , , , , 
41936	ВРК	 -, , , , , , , , 
41937	Vasserman's Vest, v.2.0	 -, , , , , , , , 
41938	Однажды в... Сыктывкаре	 однажды в голливуде, , , , , , , , 
41939	Енот, Why Not	 -, , , , , , , , 
41940	Далёкие-Близкие	 -, , , , , , , , 
41941	Брутальные нерпы	 -, , , , , , , , 
41942	Martini_4_girls	 -, , , , , , , , 
41943	Ганнибал Лекарь	ганнибал лектор, , , , , , , , 
41944	Модный приговор	 -, , , , , , , , 
41945	Оливки	 -, , , , , , , , 
41946	dodepa	 -, , , , , , , , 
41947	Здравый смысл	 -, , , , , , , , 
41948	NPV	 -, , , , , , , , 
41949	Merry Christmas	 -, , , , , , , , 
41950	Рёмнем по Жоре	 ремнем по жопе, , , , , , , , 
41951	Господа присяжные	 -, , , , , , , , 
41952	99 франков	 -, , , , , , , , 
41953	С антителами	 -, , , , , , , , 
41954	BomBibom	 -, , , , , , , , 
41955	Всем peace здесь!!!	всем п**дец, , , , , , , , 
41956	Второй знак декантера	 -, , , , , , , , 
41957	Ирудиты	эрудиты, , , , , , , , 
41958	Анти-пин	Антипин, , , , , , , , 
41959	Шестидневка	 -, , , , , , , , 
41960	Красный треугольник	 -, , , , , , , , 
41961	Null	 -, , , , , , , , 
41962	Ещё по одной	 -, , , , , , , , 
41963	Реле навеселе	 -, , , , , , , , 
41964	Ok Google	 -, , , , , , , , 
41965	Доминант	 -, , , , , , , , 
41966	За Веру и Народ!	 -, , , , , , , , 
41967	Улыбыемся и машем	улыбаемся и машем, , , , , , , , 
41968	ПОБЕДА	 -, , , , , , , , 
41969	Чарно-белые 2.0	черно-белый, , , , , , , , 
41970	Don't give a duck	 -, , , , , , , , 
41971	Всё ПУтём	все путем, , , , , , , , 
41972	ЯМайка	ямайка, , , , , , , , 
41973	Отвечаем, как умеем	 -, , , , , , , , 
41974	Поровозик, который смог	паровозик, который смог, , , , , , , , 
41975	БВ-МОПСы	 -, , , , , , , , 
41976	Олд скул	олдскул, , , , , , , , 
41977	Салют	 -, , , , , , , , 
41978	Знакомство с Факерами	 -, , , , , , , , 
41979	Бегущие парасята	бегущие поросята, , , , , , , , 
41980	Питерские мурики	 -, , , , , , , , 
41981	НичОси	ничего себе, , , , , , , , 
41982	Напряги извилины	 -, , , , , , , , 
41983	ИНКОГНИТО	 -, , , , , , , , 
41984	Женская консультация	 -, , , , , , , , 
41985	Умная школа	 -, , , , , , , , 
41986	Нано-бард	 -, , , , , , , , 
41987	Пахом звонит в колокол	 -, , , , , , , , 
41988	Палата ума	ума палата, , , , , , , , 
41989	Мы же на ты	 -, , , , , , , , 
41990	Lazynators	 -, , , , , , , , 
41991	Мы не мы	 -, , , , , , , , 
41992	Ялла и партнёры	 -, , , , , , , , 
41993	Короли трубы	 -, , , , , , , , 
41994	Дочки-матери	 -, , , , , , , , 
41995	Прощелыги	 -, , , , , , , , 
41996	Антуан, Квиз ман	 -, , , , , , , , 
41997	Hasta La Vista	 -, , , , , , , , 
41998	Sarah Jessika Alba	 -, , , , , , , , 
41999	Отмороженные солнцем	утомленные солнцем, , , , , , , , 
42000	Чики-брики и в дамки	 -, , , , , , , , 
42001	Транспортный цех	 -, , , , , , , , 
42002	Когнитивный диссонанс	 -, , , , , , , , 
42003	Гости из Ухани	 -, , , , , , , , 
42004	О'Лень!	 -, , , , , , , , 
42005	BlackJack	 -, , , , , , , , 
42006	Centuro	 -, , , , , , , , 
42007	Оргазм Нострадамуса	 -, , , , , , , , 
42008	Клюква	 -, , , , , , , , 
42009	Как поживаешь?	 -, , , , , , , , 
42010	Керогаз	 -, , , , , , , , 
42011	Сферический карбофос	 -, , , , , , , , 
42012	Узники Инстаграма	узники азкабана, , , , , , , , 
42013	жилетка Вассермана	 -, , , , , , , , 
42014	Здесь должно быть название	 -, , , , , , , , 
42015	Спасибо, что пришли!	 -, , , , , , , , 
42016	Вредные ископаемые	полезные ископаемые, , , , , , , , 
42017	Шпэндрю	 -, , , , , , , , 
42018	Quizzes Without Borders	 -, , , , , , , , 
42019	Внуки ХаДсон	 -, , , , , , , , 
42020	Кузькига мать	кузькина мать, , , , , , , , 
42021	Ладно, я спать	 -, , , , , , , , 
42022	Родник	 -, , , , , , , , 
42023	Martini4girls++	 -, , , , , , , , 
42024	Врачи прилетели	грачи прилетели, , , , , , , , 
42025	Кубы	 -, , , , , , , , 
42026	Super Mario	 -, , , , , , , , 
42027	Супер суслики	 -, , , , , , , , 
42028	Весёлые Павлики	 -, , , , , , , , 
42029	Сережа заходит	 -, , , , , , , , 
42030	ЛосьАнжелес на карантине	лос-анджелес, , , , , , , , 
42031	"ИП JACKiE CHAN ""ДОСПЕХИБОГАТРЭВЭЛ"""	 -, , , , , , , , 
42032	Ненастоящие детективы	 -, , , , , , , , 
42033	Куплю волосы. ДОРОГО	 -, , , , , , , , 
42034	Ной, не плачь	стой, не плачь, , , , , , , , 
42035	HelloWIN	 -, , , , , , , , 
42036	Метание копьём	метание копья, , , , , , , , 
42037	Случайно зашли	 -, , , , , , , , 
42038	Те кто очень хотел на EURO	 -, , , , , , , , 
42039	Дети Азакулы	дети дракулы, , , , , , , , 
42040	Smart Is the new sexy	 -, , , , , , , , 
42041	Немловероятно	маловероятно, , , , , , , , 
42042	ума палатка	ума палата, , , , , , , , 
42043	Больше не тусим	 -, , , , , , , , 
42044	Непростая история	 -, , , , , , , , 
42045	Ребзя	 -, , , , , , , , 
42046	Церебрум	 -, , , , , , , , 
42047	Дни Турбиных	 -, , , , , , , , 
42048	Староверы	 -, , , , , , , , 
42049	Фантастические маски и где они обитают	фантастические твари и места где они обитают, , , , , , , , 
42050	Право неожиданности	право собственности, , , , , , , , 
42051	Рюкзак удачи	 -, , , , , , , , 
42052	5 литров темного	 -, , , , , , , , 
42053	Эй, Эйнштейний!	эйнштейн, , , , , , , , 
42054	Томский гуманитарный лицей	 -, , , , , , , , 
42055	Steve Almighty	 -, , , , , , , , 
42056	Душные зануды	 -, , , , , , , , 
42057	ТриВнутри	 -, , , , , , , , 
42058	Акстизь	окстись, , , , , , , , 
42059	Паровозик, который смог	 -, , , , , , , , 
42060	Франц Захер	 -, , , , , , , , 
42061	Инфинитум	 инфинити, , , , , , , , 
42062	ПТУ имени Бузовой	 -, , , , , , , , 
42063	Мы и диоды	мы идиоты, , , , , , , , 
42064	Чем бы дитя ни тешилось, лишь бы не Гоша.  	чем бы дитя не тешилось, лишь бы не плакало, , , , , , , , 
42065	АВ-АВ	 -, , , , , , , , 
42066	Дебютанты	 -, , , , , , , , 
42067	Неместные	 -, , , , , , , , 
42068	JORDAN	 -, , , , , , , , 
42069	Гадж и Ко)	 -, , , , , , , , 
42070	Sun City	 -, , , , , , , , 
42071	Кидалы	 -, , , , , , , , 
42072	Всё Путем	 -, , , , , , , , 
42073	Зачарованные	 -, , , , , , , , 
42074	хычин	 -, , , , , , , , 
42075	Bananaboyes	 -, , , , , , , , 
42076	Hasta la vista, baby!	 -, , , , , , , , 
42077	Знаю всё, но это не точно...	 -, , , , , , , , 
42078	Кто Бегемот	 -, , , , , , , , 
42079	Аркадий Укупник	 -, , , , , , , , 
42080	No Time to Explain	 -, , , , , , , , 
42081	Не сегодня	 -, , , , , , , , 
42082	Дайте спички, видим море	 дайте спички, разведем огонь, , , , , , , , 
42083	Чай з малинавым варэннем	чай с малиновым вареньем, , , , , , , , 
42084	А,лень	олень, , , , , , , , 
42085	Маша, Лёша, Катя и Данил	 -, , , , , , , , 
42086	Проще Пареной Пеппы	проще пареной репы, , , , , , , , 
42087	Арбалет	 -, , , , , , , , 
42088	Один в поле не воин	 -, , , , , , , , 
42089	Заготсбытспецвторживсырье	 -, , , , , , , , 
42090	Извилины лапши	извилины мозга, , , , , , , , 
42091	Типа мы соскучились по первому месту	 -, , , , , , , , 
42092	КС Альфа	 -, , , , , , , , 
42093	BANANA BRAIN	 -, , , , , , , , 
42094	НеМощные	 -, , , , , , , , 
42095	СССР	 -, , , , , , , , 
42096	ЗБС	 -, , , , , , , , 
42097	#Верните Ганна	 -, , , , , , , , 
42098	Камбэк Флешбека	 -, , , , , , , , 
42099	Семерняшки	 -, , , , , , , , 
42100	#какникак	 -, , , , , , , , 
42101	Pardon my French	простите меня за мой французский, , , , , , , , 
42102	Серпом по имиджу	серп и молот, , , , , , , , 
42103	Три товарища	 -, , , , , , , , 
42104	Полоний-217	 -, , , , , , , , 
42105	Не теребите Клинтон!	Клинтон, , , , , , , , 
42106	Крадущийся Кот, затаившийся Бегемот	 -, , , , , , , , 
42107	Глыбы	 -, , , , , , , , 
42108	Крепкие орешки	крепкий орешек, , , , , , , , 
42109	Чих Вам ВЧай	ким чен ын, , , , , , , , 
42110	Конфетти	 -, , , , , , , , 
42111	Свиноварня	 свиноферма, , , , , , , , 
42112	Не Мощные	 -, , , , , , , , 
42113	Моя прелесть	 -, , , , , , , , 
42114	В большой семье клювом nicht клац-клац	в большой семье клювом не щелкают, , , , , , , , 
42115	Дружба	 -, , , , , , , , 
42116	Приматы, уносящие свет	 -, , , , , , , , 
42117	Закат солнца вручную	 -, , , , , , , , 
42118	640Кг Говядины Гриль	 -, , , , , , , , 
42119	лыжники vs сноубордисты	 -, , , , , , , , 
42120	Вассерманы на диване	 -, , , , , , , , 
42121	Kaba Nostra	 -, , , , , , , , 
42122	Куколд consult и партнеры	 -, , , , , , , , 
42123	3.14_SOS team	 -, , , , , , , , 
42124	Вацлав Карупышек	 -, , , , , , , , 
42125	Как тебе такое, Люк Скайуокер?	как тебе такое, илон маск?, , , , , , , , 
42126	Зелёный слоник	 -, , , , , , , , 
42127	Вомбаты Сталина	 -, , , , , , , , 
42128	Не говорим who knew	 -, , , , , , , , 
42129	Мозговой горох семёнович	 -, , , , , , , , 
42130	АнаСтас	 -, , , , , , , , 
